ticker,trade_date,close,adj_close
YYLGD,2026-06-10,11.3100004196167,11.3100004196167
YYLGD,2026-06-11,11.100000381469727,11.100000381469727
YYLGD,2026-06-12,11.399999618530273,11.399999618530273
YYLGD,2026-06-15,11.529999732971191,11.529999732971191
YYLGD,2026-06-16,11.430000305175781,11.430000305175781
YYLGD,2026-06-17,11.34000015258789,11.34000015258789
YYLGD,2026-06-18,11.460000038146973,11.460000038146973
YYLGD,2026-06-19,11.369999885559082,11.369999885559082
YYLGD,2026-06-22,11.369999885559082,11.369999885559082
YYLGD,2026-06-23,11.3100004196167,11.3100004196167
YYLGD,2026-06-24,11.1899995803833,11.1899995803833
YYLGD,2026-06-25,10.970000267028809,10.970000267028809
YYLGD,2026-06-26,11.079999923706055,11.079999923706055
YYLGD,2026-06-29,11.050000190734863,11.050000190734863
YYLGD,2026-06-30,10.979999542236328,10.979999542236328
YYLGD,2026-07-01,11.020000457763672,11.020000457763672
YYLGD,2026-07-02,10.90999984741211,10.90999984741211
YYLGD,2026-07-03,11.149999618530273,11.149999618530273
YYLGD,2026-07-06,11.069999694824219,11.069999694824219
YYLGD,2026-07-07,10.989999771118164,10.989999771118164
YYLGD,2026-07-08,10.630000114440918,10.630000114440918
YYLGD,2026-07-09,10.65999984741211,10.65999984741211
YYLGD,2026-07-10,10.869999885559082,10.869999885559082
YYLGD,2026-07-13,10.619999885559082,10.619999885559082
YYLGD,2026-07-14,10.680000305175781,10.680000305175781
YYLGD,2026-07-16,10.899999618530273,10.899999618530273
YYLGD,2026-07-17,10.649999618530273,10.649999618530273
YYLGD,2026-07-20,10.819999694824219,10.819999694824219
YYLGD,2026-07-21,10.619999885559082,10.619999885559082
YYLGD,2026-07-22,10.75,10.75
YYLGD,2026-07-23,10.5600004196167,10.5600004196167
YYLGD,2026-07-24,10.470000267028809,10.470000267028809
YYLGD,2026-07-27,10.239999771118164,10.239999771118164
YYLGD,2026-07-28,10.199999809265137,10.199999809265137
YYLGD,2026-07-29,9.970000267028809,9.970000267028809
YYLGD,2026-07-30,9.699999809265137,9.699999809265137
YYLGD,2026-07-31,9.760000228881836,9.760000228881836
YYLGD,2026-08-03,9.720000267028809,9.720000267028809
YYLGD,2026-08-04,10.100000381469727,10.100000381469727
YYLGD,2026-08-05,10.039999961853027,10.039999961853027
YYLGD,2026-08-06,10.039999961853027,10.039999961853027
YYLGD,2026-08-07,10.34000015258789,10.34000015258789
YYLGD,2026-08-10,10.649999618530273,10.649999618530273
YYLGD,2026-08-11,10.760000228881836,10.760000228881836
YYLGD,2026-08-12,10.270000457763672,10.270000457763672
YYLGD,2026-08-13,10.279999732971191,10.279999732971191
YYLGD,2026-08-14,10.260000228881836,10.260000228881836
YYLGD,2026-08-17,10.260000228881836,10.260000228881836
YYLGD,2026-08-18,10.130000114440918,10.130000114440918
YYLGD,2026-08-19,10.210000038146973,10.210000038146973
YYLGD,2026-08-20,10.449999809265137,10.449999809265137
YYLGD,2026-08-21,10.3100004196167,10.3100004196167
YYLGD,2026-08-24,10.25,10.25
YYLGD,2026-08-25,10.130000114440918,10.130000114440918
YYLGD,2026-08-26,10.220000267028809,10.220000267028809
YYLGD,2026-08-27,10.1899995803833,10.1899995803833
YYLGD,2026-08-28,10.229999542236328,10.229999542236328
YYLGD,2026-08-31,10.130000114440918,10.130000114440918
YYLGD,2026-09-01,10.039999961853027,10.039999961853027
YYLGD,2026-09-02,9.989999771118164,9.989999771118164
YYLGD,2026-09-03,9.8100004196167,9.8100004196167
YYLGD,2026-09-04,9.859999656677246,9.859999656677246
YYLGD,2026-09-08,10.199999809265137,10.199999809265137
