ticker,trade_date,close,adj_close
CIMSA,2026-06-10,49.31999969482422,49.31999969482422
CIMSA,2026-06-11,48.560001373291016,48.560001373291016
CIMSA,2026-06-12,50.099998474121094,50.099998474121094
CIMSA,2026-06-15,51.400001525878906,51.400001525878906
CIMSA,2026-06-16,51.20000076293945,51.20000076293945
CIMSA,2026-06-17,49.900001525878906,49.900001525878906
CIMSA,2026-06-18,50.70000076293945,50.70000076293945
CIMSA,2026-06-19,49.7599983215332,49.7599983215332
CIMSA,2026-06-22,50.650001525878906,50.650001525878906
CIMSA,2026-06-23,49.880001068115234,49.880001068115234
CIMSA,2026-06-24,49.29999923706055,49.29999923706055
CIMSA,2026-06-25,49.02000045776367,49.02000045776367
CIMSA,2026-06-26,49.040000915527344,49.040000915527344
CIMSA,2026-06-29,47.939998626708984,47.939998626708984
CIMSA,2026-06-30,47.099998474121094,47.099998474121094
CIMSA,2026-07-01,47.70000076293945,47.70000076293945
CIMSA,2026-07-02,47.20000076293945,47.20000076293945
CIMSA,2026-07-03,48.619998931884766,48.619998931884766
CIMSA,2026-07-06,48.2400016784668,48.2400016784668
CIMSA,2026-07-07,48.540000915527344,48.540000915527344
CIMSA,2026-07-08,46.58000183105469,46.58000183105469
CIMSA,2026-07-09,45.79999923706055,45.79999923706055
CIMSA,2026-07-10,46.900001525878906,46.900001525878906
CIMSA,2026-07-13,46.5,46.5
CIMSA,2026-07-14,45.81999969482422,45.81999969482422
CIMSA,2026-07-16,48.060001373291016,48.060001373291016
CIMSA,2026-07-17,48.86000061035156,48.86000061035156
CIMSA,2026-07-20,49.86000061035156,49.86000061035156
CIMSA,2026-07-21,50.650001525878906,50.650001525878906
CIMSA,2026-07-22,50.599998474121094,50.599998474121094
CIMSA,2026-07-23,50.150001525878906,50.150001525878906
CIMSA,2026-07-24,49.63999938964844,49.63999938964844
CIMSA,2026-07-27,47.68000030517578,47.68000030517578
CIMSA,2026-07-28,47.34000015258789,47.34000015258789
CIMSA,2026-07-29,47.2400016784668,47.2400016784668
CIMSA,2026-07-30,46.220001220703125,46.220001220703125
CIMSA,2026-07-31,44.84000015258789,44.84000015258789
CIMSA,2026-08-03,44.959999084472656,44.959999084472656
CIMSA,2026-08-04,45.7400016784668,45.7400016784668
CIMSA,2026-08-05,44.7400016784668,44.7400016784668
CIMSA,2026-08-06,44.97999954223633,44.97999954223633
CIMSA,2026-08-07,44.81999969482422,44.81999969482422
CIMSA,2026-08-10,45.099998474121094,45.099998474121094
CIMSA,2026-08-11,45.0,45.0
CIMSA,2026-08-12,45.41999816894531,45.41999816894531
CIMSA,2026-08-13,45.619998931884766,45.619998931884766
CIMSA,2026-08-14,45.63999938964844,45.63999938964844
CIMSA,2026-08-17,45.63999938964844,45.63999938964844
CIMSA,2026-08-18,45.2400016784668,45.2400016784668
CIMSA,2026-08-19,45.65999984741211,45.65999984741211
CIMSA,2026-08-20,45.20000076293945,45.20000076293945
CIMSA,2026-08-21,45.63999938964844,45.63999938964844
CIMSA,2026-08-24,45.97999954223633,45.97999954223633
CIMSA,2026-08-25,45.880001068115234,45.880001068115234
CIMSA,2026-08-26,46.619998931884766,46.619998931884766
CIMSA,2026-08-27,46.15999984741211,46.15999984741211
CIMSA,2026-08-28,46.63999938964844,46.63999938964844
CIMSA,2026-08-31,44.68000030517578,44.68000030517578
CIMSA,2026-09-01,43.79999923706055,43.79999923706055
CIMSA,2026-09-02,44.0,44.0
CIMSA,2026-09-03,43.439998626708984,43.439998626708984
CIMSA,2026-09-04,43.779998779296875,43.779998779296875
CIMSA,2026-09-08,45.939998626708984,45.939998626708984
