ticker,trade_date,close,adj_close
EBEBK,2026-06-17,83.25,83.25
EBEBK,2026-06-18,85.30000305175781,85.30000305175781
EBEBK,2026-06-19,81.8499984741211,81.8499984741211
EBEBK,2026-06-22,77.9000015258789,77.9000015258789
EBEBK,2026-06-23,76.4000015258789,76.4000015258789
EBEBK,2026-06-24,76.3499984741211,76.3499984741211
EBEBK,2026-06-25,75.5999984741211,75.5999984741211
EBEBK,2026-06-26,73.75,73.75
EBEBK,2026-06-29,74.0,74.0
EBEBK,2026-06-30,74.6500015258789,74.6500015258789
EBEBK,2026-07-01,77.8499984741211,77.8499984741211
EBEBK,2026-07-02,75.4000015258789,75.4000015258789
EBEBK,2026-07-03,75.44999694824219,75.44999694824219
EBEBK,2026-07-06,74.0,74.0
EBEBK,2026-07-07,75.4000015258789,75.4000015258789
EBEBK,2026-07-08,74.80000305175781,74.80000305175781
EBEBK,2026-07-09,76.0,76.0
EBEBK,2026-07-10,78.6500015258789,78.6500015258789
EBEBK,2026-07-13,78.3499984741211,78.3499984741211
EBEBK,2026-07-14,79.25,79.25
EBEBK,2026-07-16,82.55000305175781,82.55000305175781
EBEBK,2026-07-17,81.5999984741211,81.5999984741211
EBEBK,2026-07-20,82.94999694824219,82.94999694824219
EBEBK,2026-07-21,86.30000305175781,86.30000305175781
EBEBK,2026-07-22,86.25,86.25
EBEBK,2026-07-23,85.0,85.0
EBEBK,2026-07-24,86.30000305175781,86.30000305175781
EBEBK,2026-07-27,84.6500015258789,84.6500015258789
EBEBK,2026-07-28,84.5,84.5
EBEBK,2026-07-29,84.0,84.0
EBEBK,2026-07-30,84.4000015258789,84.4000015258789
EBEBK,2026-07-31,88.0,88.0
EBEBK,2026-08-03,89.05000305175781,89.05000305175781
EBEBK,2026-08-04,90.80000305175781,90.80000305175781
EBEBK,2026-08-05,88.44999694824219,88.44999694824219
EBEBK,2026-08-06,89.69999694824219,89.69999694824219
EBEBK,2026-08-07,82.5999984741211,82.5999984741211
EBEBK,2026-08-10,79.3499984741211,79.3499984741211
EBEBK,2026-08-11,78.94999694824219,78.94999694824219
EBEBK,2026-08-12,78.5,78.5
EBEBK,2026-08-13,79.5999984741211,79.5999984741211
EBEBK,2026-08-14,78.19999694824219,78.19999694824219
EBEBK,2026-08-17,77.9000015258789,77.9000015258789
EBEBK,2026-08-18,80.0,80.0
EBEBK,2026-08-19,80.55000305175781,80.55000305175781
EBEBK,2026-08-20,82.9000015258789,82.9000015258789
EBEBK,2026-08-21,81.69999694824219,81.69999694824219
EBEBK,2026-08-24,83.5,83.5
EBEBK,2026-08-25,84.0999984741211,84.0999984741211
EBEBK,2026-08-26,85.5999984741211,85.5999984741211
EBEBK,2026-08-27,83.0999984741211,83.0999984741211
EBEBK,2026-08-28,84.5999984741211,84.5999984741211
EBEBK,2026-08-31,84.80000305175781,84.80000305175781
EBEBK,2026-09-01,82.5999984741211,82.5999984741211
EBEBK,2026-09-02,81.5,81.5
EBEBK,2026-09-03,79.5999984741211,79.5999984741211
EBEBK,2026-09-04,81.75,81.75
EBEBK,2026-09-08,81.25,81.25
EBEBK,2026-09-09,83.5,83.5
EBEBK,2026-09-10,81.80000305175781,81.80000305175781
EBEBK,2026-09-11,85.19999694824219,85.19999694824219
EBEBK,2026-09-14,82.3499984741211,82.3499984741211
EBEBK,2026-09-15,82.5,82.5
