ticker,trade_date,close,adj_close
KONYA,2026-06-10,3685.0,3685.0
KONYA,2026-06-11,3655.0,3655.0
KONYA,2026-06-12,3675.0,3675.0
KONYA,2026-06-15,3760.0,3760.0
KONYA,2026-06-16,3750.0,3750.0
KONYA,2026-06-17,3725.0,3725.0
KONYA,2026-06-18,3852.5,3852.5
KONYA,2026-06-19,3825.0,3825.0
KONYA,2026-06-22,3795.0,3795.0
KONYA,2026-06-23,3760.0,3760.0
KONYA,2026-06-24,3700.0,3700.0
KONYA,2026-06-25,3695.0,3695.0
KONYA,2026-06-26,3760.0,3760.0
KONYA,2026-06-29,3870.0,3870.0
KONYA,2026-06-30,3935.0,3935.0
KONYA,2026-07-01,4327.5,4327.5
KONYA,2026-07-02,4130.0,4130.0
KONYA,2026-07-03,4255.0,4255.0
KONYA,2026-07-06,4057.5,4057.5
KONYA,2026-07-07,4025.0,4025.0
KONYA,2026-07-08,3917.5,3917.5
KONYA,2026-07-09,3875.0,3875.0
KONYA,2026-07-10,3875.0,3875.0
KONYA,2026-07-13,3785.0,3785.0
KONYA,2026-07-14,3772.5,3772.5
KONYA,2026-07-16,3885.0,3885.0
KONYA,2026-07-17,3800.0,3800.0
KONYA,2026-07-20,3815.0,3815.0
KONYA,2026-07-21,3765.0,3765.0
KONYA,2026-07-22,3767.5,3767.5
KONYA,2026-07-23,3750.0,3750.0
KONYA,2026-07-24,3850.0,3850.0
KONYA,2026-07-27,3765.0,3765.0
KONYA,2026-07-28,3735.0,3735.0
KONYA,2026-07-29,3635.0,3635.0
KONYA,2026-07-30,3625.0,3625.0
KONYA,2026-07-31,3650.0,3650.0
KONYA,2026-08-03,3635.0,3635.0
KONYA,2026-08-04,3657.5,3657.5
KONYA,2026-08-05,3612.5,3612.5
KONYA,2026-08-06,3635.0,3635.0
KONYA,2026-08-07,3650.0,3650.0
KONYA,2026-08-10,3650.0,3650.0
KONYA,2026-08-11,3690.0,3690.0
KONYA,2026-08-12,3715.0,3715.0
KONYA,2026-08-13,3695.0,3695.0
KONYA,2026-08-14,3717.5,3717.5
KONYA,2026-08-17,3700.0,3700.0
KONYA,2026-08-18,3640.0,3640.0
KONYA,2026-08-19,3670.0,3670.0
KONYA,2026-08-20,3727.5,3727.5
KONYA,2026-08-21,3960.0,3960.0
KONYA,2026-08-24,4035.0,4035.0
KONYA,2026-08-25,3872.5,3872.5
KONYA,2026-08-26,3850.0,3850.0
KONYA,2026-08-27,3800.0,3800.0
KONYA,2026-08-28,3787.5,3787.5
KONYA,2026-08-31,3880.0,3880.0
KONYA,2026-09-01,3800.0,3800.0
KONYA,2026-09-02,3750.0,3750.0
KONYA,2026-09-03,3780.0,3780.0
KONYA,2026-09-04,3875.0,3875.0
KONYA,2026-09-08,4062.5,4062.5
