ticker,yahoo_symbol,action_date,cash_dividend_per_share,split_factor
MGROS,MGROS.IS,2025-05-28,6.904009,0.0
MGROS,MGROS.IS,2025-11-12,3.590085,0.0
MGROS,MGROS.IS,2026-05-13,4.556646,0.0
NUHCM,NUHCM.IS,2021-03-30,1.5,0.0
NUHCM,NUHCM.IS,2022-03-28,2.15,0.0
NUHCM,NUHCM.IS,2023-02-27,4.6,0.0
NUHCM,NUHCM.IS,2023-12-05,1.0,0.0
NUHCM,NUHCM.IS,2024-02-27,6.0,0.0
NUHCM,NUHCM.IS,2025-01-06,2.9,0.0
NUHCM,NUHCM.IS,2025-03-25,10.1,0.0
NUHCM,NUHCM.IS,2026-03-17,22.5,0.0
OBAMS,OBAMS.IS,2024-10-15,0.107248,0.0
OBAMS,OBAMS.IS,2025-12-22,0.034916,0.0
OTKAR,OTKAR.IS,2021-03-24,3.333334,0.0
OTKAR,OTKAR.IS,2022-03-28,4.166666,0.0
OTKAR,OTKAR.IS,2024-04-03,6.0,0.0
OYAKC,OYAKC.IS,2025-10-30,1.0,0.0
PAPIL,PAPIL.IS,2021-08-11,0.002424,0.0
PAPIL,PAPIL.IS,2022-05-25,0.001455,0.0
PAPIL,PAPIL.IS,2023-08-09,0.009697,0.0
PAPIL,PAPIL.IS,2024-07-17,0.009697,0.0
PRKAB,PRKAB.IS,2020-07-09,0.010865,0.0
PRKAB,PRKAB.IS,2021-05-24,0.036792,0.0
PRKAB,PRKAB.IS,2022-05-25,0.053036,0.0
PRKAB,PRKAB.IS,2023-05-25,0.076331,0.0
PSGYO,PSGYO.IS,2023-12-27,0.010417,0.0
PSGYO,PSGYO.IS,2024-12-27,0.020833,0.0
PSGYO,PSGYO.IS,2025-12-29,0.011271,0.0
PSGYO,PSGYO.IS,2026-06-26,0.01019,0.0
RGYAS,RGYAS.IS,2025-12-18,1.639386,0.0
SAHOL,SAHOL.IS,2021-04-05,0.35,0.0
SAHOL,SAHOL.IS,2022-04-01,0.75,0.0
SAHOL,SAHOL.IS,2023-04-03,1.75,0.0
SAHOL,SAHOL.IS,2024-05-02,2.943,0.0
SAHOL,SAHOL.IS,2025-04-02,3.0,0.0
SAHOL,SAHOL.IS,2026-04-01,1.41356,0.0
SARKY,SARKY.IS,2020-07-13,0.0189,0.0
SARKY,SARKY.IS,2021-05-05,0.075,0.0
SARKY,SARKY.IS,2022-04-22,0.09,0.0
SARKY,SARKY.IS,2023-06-12,0.1,0.0
SARKY,SARKY.IS,2024-06-07,0.222222,0.0
SARKY,SARKY.IS,2025-04-25,0.247059,0.0
SARKY,SARKY.IS,2026-05-18,0.352941,0.0
SDTTR,SDTTR.IS,2023-06-16,0.387142,0.0
SDTTR,SDTTR.IS,2023-10-27,0.387142,0.0
SDTTR,SDTTR.IS,2023-11-24,0.387142,0.0
SDTTR,SDTTR.IS,2024-08-13,0.841759,0.0
SDTTR,SDTTR.IS,2024-11-25,0.841759,0.0
SDTTR,SDTTR.IS,2024-12-23,0.561173,0.0
SDTTR,SDTTR.IS,2025-11-24,0.085519,0.0
SDTTR,SDTTR.IS,2025-12-24,0.085519,0.0
SELEC,SELEC.IS,2021-04-20,0.17,0.0
SELEC,SELEC.IS,2022-04-18,0.5,0.0
SELEC,SELEC.IS,2023-04-18,0.25,0.0
SELEC,SELEC.IS,2024-04-18,0.25,0.0
SELEC,SELEC.IS,2025-04-17,0.4,0.0
SELEC,SELEC.IS,2026-04-17,0.44,0.0
SISE,SISE.IS,2021-05-31,0.163227,0.0
SISE,SISE.IS,2022-05-31,0.408068,0.0
SISE,SISE.IS,2023-05-31,0.685554,0.0
SISE,SISE.IS,2024-05-31,0.7182,0.0
SISE,SISE.IS,2025-05-30,0.652909,0.0
SISE,SISE.IS,2026-06-01,0.587618,0.0
SKBNK,SKBNK.IS,2023-04-10,0.045284,0.0
SKBNK,SKBNK.IS,2024-05-13,0.04931,0.0
SKBNK,SKBNK.IS,2025-06-24,0.05,0.0
SKBNK,SKBNK.IS,2026-06-08,0.064,0.0
SOKM,SOKM.IS,2021-07-01,0.130024,0.0
SOKM,SOKM.IS,2023-08-22,0.505655,0.0
SOKM,SOKM.IS,2024-07-01,1.685516,0.0
SOKM,SOKM.IS,2024-10-01,0.842758,0.0
TABGD,TABGD.IS,2024-07-08,0.560675,0.0
TABGD,TABGD.IS,2025-06-25,3.5,0.0
TABGD,TABGD.IS,2026-06-04,5.0,0.0
TAVHL,TAVHL.IS,2026-07-21,1.80499,0.0
TCELL,TCELL.IS,2020-11-30,0.368919,0.0
TCELL,TCELL.IS,2021-04-30,0.391785,0.0
TCELL,TCELL.IS,2021-07-30,0.391785,0.0
TCELL,TCELL.IS,2021-10-27,0.391785,0.0
TCELL,TCELL.IS,2022-07-26,0.571715,0.0
TCELL,TCELL.IS,2023-12-20,1.027273,0.0
TCELL,TCELL.IS,2024-12-05,2.853181,0.0
TCELL,TCELL.IS,2025-06-20,1.818182,0.0
TCELL,TCELL.IS,2025-12-26,1.818182,0.0
THYAO,THYAO.IS,2025-06-16,3.442029,0.0
THYAO,THYAO.IS,2025-09-02,3.442029,0.0
TKFEN,TKFEN.IS,2020-09-24,0.384226,0.0
TKFEN,TKFEN.IS,2021-01-05,0.192113,0.0
TKFEN,TKFEN.IS,2022-04-26,0.69375,0.0
TKFEN,TKFEN.IS,2023-04-12,1.408895,0.0
TKFEN,TKFEN.IS,2023-05-10,1.408895,0.0
TKFEN,TKFEN.IS,2025-12-31,0.331853,0.0
TOASO,TOASO.IS,2021-03-23,3.0,0.0
TOASO,TOASO.IS,2022-03-22,6.4,0.0
TOASO,TOASO.IS,2023-03-21,6.0,0.0
TOASO,TOASO.IS,2024-04-04,20.0,0.0
TOASO,TOASO.IS,2025-04-03,12.0,0.0
TOASO,TOASO.IS,2026-03-23,20.0,0.0
TRALT,TRALT.IS,2022-07-07,0.835682,0.0
TRALT,TRALT.IS,2023-07-14,0.4,0.0
TRGYO,TRGYO.IS,2023-05-29,0.2,0.0
TRGYO,TRGYO.IS,2024-07-22,2.35,0.0
TRGYO,TRGYO.IS,2025-06-04,3.5,0.0
TRGYO,TRGYO.IS,2026-05-21,5.0,0.0
TSKB,TSKB.IS,2021-03-29,0.026171,0.0
TSKB,TSKB.IS,2026-03-27,0.535793,0.0
TTKOM,TTKOM.IS,2020-07-28,0.1719,0.0
TTKOM,TTKOM.IS,2021-04-01,0.178336,0.0
TTKOM,TTKOM.IS,2021-07-01,0.178336,0.0
TTKOM,TTKOM.IS,2021-10-01,0.178336,0.0
TTKOM,TTKOM.IS,2022-04-28,1.41559,0.0
TTRAK,TTRAK.IS,2021-03-25,8.49432,0.0
TTRAK,TTRAK.IS,2022-03-28,11.991979,0.0
TTRAK,TTRAK.IS,2023-03-10,20.985966,0.0
TTRAK,TTRAK.IS,2024-04-01,62.957897,0.0
TTRAK,TTRAK.IS,2024-11-08,26.981956,0.0
TTRAK,TTRAK.IS,2025-04-02,48.467587,0.0
TUPRS,TUPRS.IS,2023-03-10,6.487455,0.0
TUPRS,TUPRS.IS,2023-09-29,15.050896,0.0
TUPRS,TUPRS.IS,2024-04-03,10.379928,0.0
TUPRS,TUPRS.IS,2024-09-27,11.936917,0.0
TUPRS,TUPRS.IS,2025-03-28,7.784946,0.0
TUPRS,TUPRS.IS,2025-09-30,7.421649,0.0
TUPRS,TUPRS.IS,2026-03-16,10.379928,0.0
TURSG,TURSG.IS,2021-04-09,0.02465,0.0
TURSG,TURSG.IS,2022-04-29,0.026511,0.0
TURSG,TURSG.IS,2023-09-04,0.007778,0.0
TURSG,TURSG.IS,2024-08-29,0.05,0.0
TURSG,TURSG.IS,2025-08-28,0.1,0.0
ULKER,ULKER.IS,2021-05-25,0.808771,0.0
ULKER,ULKER.IS,2025-06-19,8.069848,0.0
ULKER,ULKER.IS,2026-06-19,5.732842,0.0
ULUUN,ULUUN.IS,2023-05-08,0.27887,0.0
VERUS,VERUS.IS,2021-07-30,0.02,0.0
VERUS,VERUS.IS,2022-07-22,0.035,0.0
VERUS,VERUS.IS,2023-08-21,0.05,0.0
VERUS,VERUS.IS,2024-11-20,0.25,0.0
VESBE,VESBE.IS,2020-07-14,0.080479,0.0
VESBE,VESBE.IS,2021-05-31,0.166667,0.0
VESBE,VESBE.IS,2021-06-30,0.166667,0.0
VESBE,VESBE.IS,2021-07-30,0.166667,0.0
VESBE,VESBE.IS,2022-06-30,0.436443,0.0
VESBE,VESBE.IS,2023-07-31,0.220517,0.0
VESBE,VESBE.IS,2024-07-25,0.725926,0.0
VESBE,VESBE.IS,2025-07-24,0.043899,0.0
VESTL,VESTL.IS,2021-07-30,2.345794,0.0
VESTL,VESTL.IS,2021-09-30,2.345794,0.0
VESTL,VESTL.IS,2021-11-30,2.345794,0.0
YATAS,YATAS.IS,2020-12-21,0.14387,0.0
YATAS,YATAS.IS,2021-10-06,0.283838,0.0
YATAS,YATAS.IS,2022-08-16,0.667561,0.0
YATAS,YATAS.IS,2023-09-18,1.335123,0.0
YEOTK,YEOTK.IS,2022-05-16,0.009036,0.0
YEOTK,YEOTK.IS,2022-07-18,0.009036,0.0
YKBNK,YKBNK.IS,2021-04-01,0.059192,0.0
YKBNK,YKBNK.IS,2022-04-13,0.118384,0.0
YKBNK,YKBNK.IS,2023-03-20,0.93654,0.0
YKBNK,YKBNK.IS,2024-04-03,1.20764,0.0
YYLGD,YYLGD.IS,2023-08-31,0.147197,0.0
ZRGYO,ZRGYO.IS,2022-06-28,0.003172,0.0
ZRGYO,ZRGYO.IS,2023-09-27,0.004906,0.0
ZRGYO,ZRGYO.IS,2024-09-26,0.041836,0.0
ZRGYO,ZRGYO.IS,2025-09-26,0.061062,0.0
ZRGYO,ZRGYO.IS,2026-06-25,0.09295,0.0
