ticker,date,kind,value
LKMNH,2025-09-30,DIVIDEND,0.208333
LKMNH,2026-05-20,DIVIDEND,0.231481
LKMNH,2024-09-18,SPLIT,6.0
LMKDC,2025-05-15,DIVIDEND,1.0
LMKDC,2026-06-02,DIVIDEND,2.0
LOGO,2024-06-12,DIVIDEND,4.0
LOGO,2025-06-12,DIVIDEND,5.263158
LOGO,2026-06-15,DIVIDEND,5.263158
MACKO,2024-05-06,DIVIDEND,1.5225
MACKO,2024-10-02,DIVIDEND,0.45
MACKO,2025-06-02,DIVIDEND,0.55
MACKO,2025-09-24,DIVIDEND,0.55
MACKO,2026-06-01,DIVIDEND,2.7
MACKO,2026-09-22,DIVIDEND,1.8
MACKO,2025-04-15,SPLIT,4.0
MAGEN,2023-11-29,SPLIT,3.6110438
MAGEN,2025-09-30,SPLIT,2.5
MAKIM,2023-10-18,DIVIDEND,0.082857
MAKIM,2024-03-26,SPLIT,2.0
MARBL,2024-06-10,DIVIDEND,0.055804
MAVI,2024-05-06,DIVIDEND,1.063476
MAVI,2025-05-26,DIVIDEND,1.17202
MAVI,2026-05-06,DIVIDEND,1.673042
MAVI,2024-03-19,SPLIT,2.0
MAVI,2025-04-24,SPLIT,2.0
MCARD,2026-05-13,DIVIDEND,5.399568
MEDTR,2024-10-23,DIVIDEND,0.294118
MEDTR,2025-07-28,DIVIDEND,0.084034
MEDTR,2025-10-27,DIVIDEND,0.084034
MEDTR,2025-12-31,DIVIDEND,0.084034
MEDTR,2026-07-29,DIVIDEND,0.113445
MEGMT,2026-09-21,SPLIT,9.6
MEKAG,2025-08-14,SPLIT,12.8
MERCN,2024-07-17,DIVIDEND,0.069985
MERCN,2025-06-02,DIVIDEND,0.052529
MERCN,2026-07-28,DIVIDEND,0.210116
MERCN,2023-09-29,SPLIT,3.0
MERIT,2023-06-15,DIVIDEND,0.083333
MERIT,2024-07-08,DIVIDEND,0.083333
MERIT,2025-06-16,DIVIDEND,0.14
MERIT,2024-12-10,SPLIT,12.0
MERKO,2026-05-05,SPLIT,7.383383
MEYSU,2026-07-07,DIVIDEND,0.05
MGROS,2024-05-27,DIVIDEND,6.904009
MGROS,2024-11-13,DIVIDEND,2.872068
MGROS,2025-05-28,DIVIDEND,6.904009
MGROS,2025-11-12,DIVIDEND,3.590085
MGROS,2026-05-13,DIVIDEND,4.556646
MHRGY,2025-07-01,DIVIDEND,0.022222
MHRGY,2026-06-24,DIVIDEND,0.045397
MHRGY,2025-09-15,SPLIT,1.5
MHRGY,2026-09-08,SPLIT,1.5
MIATK,2023-11-20,SPLIT,13.0
MOPAS,2026-07-31,DIVIDEND,0.274725
MOPAS,2026-09-25,DIVIDEND,0.274725
MRGYO,2024-03-25,SPLIT,1.14
MRGYO,2024-12-20,SPLIT,2.9
MSGYO,2023-07-19,DIVIDEND,0.136951
MSGYO,2024-10-22,DIVIDEND,0.070856
MSGYO,2025-01-22,DIVIDEND,0.070856
MSGYO,2025-03-18,DIVIDEND,0.070856
MSGYO,2025-10-22,DIVIDEND,0.14729
MSGYO,2026-04-28,DIVIDEND,0.425742
MSGYO,2025-03-21,SPLIT,3.5
MTRKS,2023-09-29,DIVIDEND,0.099502
MTRKS,2024-08-27,DIVIDEND,0.199005
MTRKS,2025-08-27,DIVIDEND,0.124378
MTRKS,2026-05-15,DIVIDEND,0.199051
MTRKS,2024-01-17,SPLIT,1.5
MTRKS,2024-11-28,SPLIT,2.5
NATEN,2023-11-29,SPLIT,7.8539305
NATEN,2025-08-26,SPLIT,5.0
NETCD,2026-04-30,DIVIDEND,4.379562
NIBAS,2025-12-15,SPLIT,6.0
NTGAZ,2024-05-07,DIVIDEND,0.463768
NTGAZ,2025-04-28,DIVIDEND,0.57971
NTGAZ,2026-05-06,DIVIDEND,0.869565
NTGAZ,2023-08-23,SPLIT,2.0
NTGAZ,2024-07-25,SPLIT,3.0
NUHCM,2023-12-05,DIVIDEND,1.0
NUHCM,2024-02-27,DIVIDEND,6.0
NUHCM,2025-01-06,DIVIDEND,2.9
NUHCM,2025-03-25,DIVIDEND,10.1
NUHCM,2026-03-17,DIVIDEND,22.5
OBAMS,2024-10-15,DIVIDEND,0.107248
OBAMS,2025-12-22,DIVIDEND,0.034916
OBAMS,2025-12-01,SPLIT,6.0
OFSYM,2025-09-30,DIVIDEND,0.417903
OFSYM,2025-11-25,DIVIDEND,0.417903
OFSYM,2026-09-23,DIVIDEND,0.420806
ONCSM,2023-11-08,DIVIDEND,0.414928
ONRYT,2026-09-14,SPLIT,4.0
ORCAY,2023-10-26,DIVIDEND,0.074707
ORGE,2026-08-19,SPLIT,5.0
OSTIM,2025-03-18,SPLIT,3.7480066
OSTIM,2026-06-24,SPLIT,1.35
OTKAR,2024-04-03,DIVIDEND,6.0
OYAKC,2025-10-30,DIVIDEND,1.0
OYAKC,2024-12-05,SPLIT,3.9
OZGYO,2026-05-12,DIVIDEND,0.01675
OZGYO,2025-09-12,SPLIT,2.6
OZGYO,2025-12-30,SPLIT,1.5384615
OZKGY,2026-06-24,DIVIDEND,0.1987
OZKGY,2023-07-26,SPLIT,2.0
OZRDN,2024-10-01,SPLIT,3.5
OZSUB,2023-07-03,DIVIDEND,0.024856
OZSUB,2023-09-29,DIVIDEND,0.033141
OZSUB,2023-10-31,DIVIDEND,0.041426
OZSUB,2023-11-30,DIVIDEND,0.033141
OZSUB,2023-12-29,DIVIDEND,0.033141
OZSUB,2026-07-06,DIVIDEND,0.616667
OZSUB,2025-04-15,SPLIT,2.0
OZYSR,2026-04-24,SPLIT,4.1
PAGYO,2023-09-21,DIVIDEND,0.3516
PAGYO,2023-12-21,DIVIDEND,0.3516
PAGYO,2024-07-10,DIVIDEND,2.3
PAGYO,2024-12-24,DIVIDEND,0.5639
PAGYO,2025-04-30,DIVIDEND,2.8
PAGYO,2025-05-28,DIVIDEND,0.8
PAGYO,2025-06-25,DIVIDEND,0.8
PAGYO,2025-07-23,DIVIDEND,0.662245
PAGYO,2026-05-11,DIVIDEND,5.7545
PAPIL,2023-08-09,DIVIDEND,0.009697
PAPIL,2024-07-17,DIVIDEND,0.009697
PAPIL,2024-11-27,SPLIT,6.0
PASEU,2024-10-09,SPLIT,4.0
PATEK,2025-06-04,SPLIT,4.477612
PCILT,2024-10-30,DIVIDEND,0.844951
PCILT,2025-09-30,DIVIDEND,0.844951
PCILT,2026-08-10,DIVIDEND,2.534854
PCILT,2024-01-23,SPLIT,2.63
PEKGY,2024-12-09,SPLIT,3.7322693
PETUN,2024-06-24,DIVIDEND,0.32
PETUN,2026-05-20,DIVIDEND,0.245
PETUN,2026-09-21,DIVIDEND,0.245
PETUN,2024-08-28,SPLIT,7.0
PGSUS,2024-05-14,SPLIT,4.8875995
PINSU,2024-08-28,SPLIT,3.0
PLTUR,2023-10-10,DIVIDEND,0.07191
PLTUR,2024-09-10,DIVIDEND,0.059857
PLTUR,2025-10-15,DIVIDEND,0.37998
PLTUR,2025-11-13,DIVIDEND,0.37998
PLTUR,2026-08-17,DIVIDEND,0.608784
PLTUR,2026-09-10,DIVIDEND,0.608784
PNLSN,2023-08-03,DIVIDEND,0.55687
PNLSN,2024-07-18,DIVIDEND,0.773687
PNLSN,2025-09-03,DIVIDEND,0.175576
PNLSN,2026-07-08,DIVIDEND,0.68795
PNSUT,2024-08-28,SPLIT,7.0
POLHO,2024-04-30,DIVIDEND,0.023842
POLHO,2025-06-24,SPLIT,4.976633
POLTK,2023-08-23,DIVIDEND,0.8
PRKME,2023-10-03,DIVIDEND,1.141957
PRKME,2024-07-23,DIVIDEND,1.343479
PRZMA,2024-11-27,SPLIT,3.0
PSDTC,2025-12-22,DIVIDEND,1.712738
PSGYO,2023-12-27,DIVIDEND,0.010417
PSGYO,2024-12-27,DIVIDEND,0.020833
PSGYO,2025-12-29,DIVIDEND,0.011271
PSGYO,2026-06-26,DIVIDEND,0.01019
PSGYO,2023-09-04,SPLIT,1.5415523999999998
PSGYO,2024-07-19,SPLIT,2.9268292000000002
QUAGR,2023-07-10,SPLIT,11.0
RALYH,2025-03-19,SPLIT,5.2857140000000005
RGYAS,2025-12-18,DIVIDEND,1.639386
RNPOL,2026-02-26,SPLIT,20.0
RODRG,2024-07-26,SPLIT,4.0
RTALB,2025-03-19,SPLIT,5.0
RYGYO,2024-07-24,SPLIT,4.0
RYSAS,2024-09-18,SPLIT,4.0
SAFKR,2025-09-11,SPLIT,5.6737585
SAHOL,2024-05-02,DIVIDEND,2.943
SAHOL,2025-04-02,DIVIDEND,3.0
SAHOL,2026-04-01,DIVIDEND,1.41356
SAMAT,2025-09-17,SPLIT,3.0710382
SANFM,2023-07-31,DIVIDEND,0.008
SANFM,2024-10-15,DIVIDEND,0.008
SANFM,2025-07-31,DIVIDEND,0.02
SANFM,2025-10-31,DIVIDEND,0.02
SANFM,2024-08-20,SPLIT,5.0
SANFM,2025-09-29,SPLIT,2.5
SANKO,2023-07-28,DIVIDEND,0.7
SANKO,2023-09-21,SPLIT,1.4285714999999999
SARKY,2023-06-12,DIVIDEND,0.1
SARKY,2024-06-07,DIVIDEND,0.222222
SARKY,2025-04-25,DIVIDEND,0.247059
SARKY,2026-05-18,DIVIDEND,0.352941
SARKY,2023-06-26,SPLIT,1.25
SARKY,2024-08-20,SPLIT,1.2
SARKY,2025-09-10,SPLIT,1.6666666
SASA,2024-08-12,SPLIT,8.0
SDTTR,2023-06-16,DIVIDEND,0.035195
SDTTR,2023-10-27,DIVIDEND,0.035195
SDTTR,2023-11-24,DIVIDEND,0.035195
SDTTR,2024-08-13,DIVIDEND,0.076524
SDTTR,2024-11-25,DIVIDEND,0.076524
SDTTR,2024-12-23,DIVIDEND,0.051016
SDTTR,2025-11-24,DIVIDEND,0.007774
SDTTR,2025-12-24,DIVIDEND,0.007774
SDTTR,2026-08-27,SPLIT,11.0
SEGMN,2025-04-03,DIVIDEND,0.612745
SEKUR,2025-11-20,SPLIT,2.5
SELEC,2024-04-18,DIVIDEND,0.25
SELEC,2025-04-17,DIVIDEND,0.4
SELEC,2026-04-17,DIVIDEND,0.44
SELVA,2025-03-19,SPLIT,6.0
SEYKM,2023-07-26,SPLIT,1.6949152
SILVR,2025-09-26,SPLIT,7.777778
SISE,2024-05-31,DIVIDEND,0.7182
SISE,2025-05-30,DIVIDEND,0.652909
SISE,2026-06-01,DIVIDEND,0.587618
SMRTG,2023-07-26,SPLIT,1.98
SMRTG,2026-01-29,SPLIT,3.0
SNGYO,2024-12-09,SPLIT,2.6666665999999997
SNICA,2024-05-21,SPLIT,4.4444443
SNPAM,2025-07-29,SPLIT,2.0
SODSN,2026-01-29,SPLIT,8.0
SOKM,2023-08-22,DIVIDEND,0.505655
SOKM,2024-07-01,DIVIDEND,1.685516
SOKM,2024-10-01,DIVIDEND,0.842758
SONME,2023-07-10,DIVIDEND,0.081081
SONME,2023-12-27,DIVIDEND,0.081081
SONME,2025-08-26,DIVIDEND,0.662162
SRVGY,2026-06-25,DIVIDEND,0.076923
SRVGY,2025-03-14,SPLIT,62.5
SUMAS,2025-05-28,DIVIDEND,2.008226
SUNTK,2023-07-12,DIVIDEND,0.183842
SUNTK,2024-10-07,DIVIDEND,0.431205
SUNTK,2025-11-05,DIVIDEND,1.094118
SUNTK,2023-11-02,SPLIT,3.5
SUWEN,2023-07-31,DIVIDEND,0.05
SUWEN,2024-08-12,DIVIDEND,0.1
SUWEN,2025-08-12,DIVIDEND,0.125
SUWEN,2026-08-31,DIVIDEND,0.178571
SUWEN,2023-07-18,SPLIT,4.0
SUWEN,2025-04-15,SPLIT,2.5
SVGYO,2026-06-23,DIVIDEND,0.0077
TABGD,2024-07-08,DIVIDEND,0.560675
TABGD,2025-06-25,DIVIDEND,3.5
TABGD,2026-06-04,DIVIDEND,5.0
TATEN,2025-11-11,SPLIT,4.0
TAVHL,2026-07-21,DIVIDEND,1.80499
TAVHL,2026-09-22,DIVIDEND,1.80499
TBORG,2024-08-06,DIVIDEND,3.410765
TBORG,2025-08-12,DIVIDEND,7.988371
TBORG,2026-09-02,DIVIDEND,9.520916
TCELL,2023-12-20,DIVIDEND,1.027273
TCELL,2024-12-05,DIVIDEND,2.853181
TCELL,2025-06-20,DIVIDEND,1.818182
TCELL,2025-12-26,DIVIDEND,1.818182
TEHOL,2024-08-28,SPLIT,7.0
TEZOL,2024-07-24,DIVIDEND,0.07
TEZOL,2025-05-09,DIVIDEND,0.1
TEZOL,2026-05-12,DIVIDEND,0.45
TEZOL,2023-07-12,SPLIT,2.0
TEZOL,2024-12-11,SPLIT,1.1363636
TGSAS,2024-05-31,DIVIDEND,0.3
TGSAS,2025-05-27,DIVIDEND,1.0
TGSAS,2026-08-25,DIVIDEND,0.3
THYAO,2025-06-16,DIVIDEND,3.442029
THYAO,2025-09-02,DIVIDEND,3.442029
TKFEN,2025-12-31,DIVIDEND,0.331853
TNZTP,2023-06-19,DIVIDEND,0.09058
TNZTP,2025-03-06,SPLIT,763587.12
TNZTP,2025-09-11,SPLIT,1.8306711000000002
TOASO,2024-04-04,DIVIDEND,20.0
TOASO,2025-04-03,DIVIDEND,12.0
TOASO,2026-03-23,DIVIDEND,20.0
TRALT,2023-07-14,DIVIDEND,0.4
TRCAS,2024-12-25,DIVIDEND,0.567293
TRCAS,2025-06-30,DIVIDEND,0.782473
TRCAS,2025-10-17,DIVIDEND,1.060334
TRCAS,2026-05-13,DIVIDEND,2.347418
TRGYO,2024-07-22,DIVIDEND,2.35
TRGYO,2025-06-04,DIVIDEND,3.5
TRGYO,2026-05-21,DIVIDEND,5.0
TRILC,2026-04-27,SPLIT,6.408949
TTRAK,2024-04-01,DIVIDEND,62.957897
TTRAK,2024-11-08,DIVIDEND,26.981956
TTRAK,2025-04-02,DIVIDEND,48.467587
TTRAK,2023-06-06,SPLIT,1.875
TUCLK,2024-02-08,SPLIT,6.0
TUKAS,2023-07-11,SPLIT,3.0
TUKAS,2025-02-04,SPLIT,3.0564215000000003
TUPRS,2023-09-29,DIVIDEND,15.050896
TUPRS,2024-04-03,DIVIDEND,10.379928
TUPRS,2024-09-27,DIVIDEND,11.936917
TUPRS,2025-03-28,DIVIDEND,7.784946
TUPRS,2025-09-30,DIVIDEND,7.421649
TUPRS,2026-03-16,DIVIDEND,10.379928
TUREX,2025-04-03,SPLIT,10.0
TURGG,2025-08-28,SPLIT,18.0
ULKER,2025-06-19,DIVIDEND,8.069848
ULKER,2026-06-19,DIVIDEND,5.732842
ULUUN,2024-08-06,SPLIT,3.9273184
USAK,2025-02-07,SPLIT,5.0
VAKKO,2024-06-04,DIVIDEND,2.5
VAKKO,2025-04-15,DIVIDEND,4.0
VAKKO,2026-04-14,DIVIDEND,6.25
VBTYZ,2024-02-15,SPLIT,4.5
VERUS,2023-08-21,DIVIDEND,0.05
VERUS,2024-11-20,DIVIDEND,0.25
VESBE,2023-07-31,DIVIDEND,0.220517
VESBE,2024-07-25,DIVIDEND,0.725926
VESBE,2025-07-24,DIVIDEND,0.043899
VKGYO,2026-06-24,DIVIDEND,0.08
VKGYO,2023-09-26,SPLIT,1.8363424
VKGYO,2024-09-16,SPLIT,1.1694915000000001
VKGYO,2026-08-10,SPLIT,1.2753623
VRGYO,2024-07-17,SPLIT,4.0
VSNMD,2025-12-01,DIVIDEND,0.251365
VSNMD,2026-08-11,SPLIT,1.55
YAPRK,2024-07-24,DIVIDEND,0.104762
YAPRK,2025-07-01,DIVIDEND,0.019048
YAPRK,2026-06-10,DIVIDEND,0.025
YAPRK,2026-02-27,SPLIT,21.0
YATAS,2023-09-18,DIVIDEND,1.335123
YBTAS,2025-09-10,SPLIT,3000.0
YEOTK,2024-11-28,SPLIT,3.1420019999999997
YEOTK,2026-07-31,SPLIT,2.3380281
YGGYO,2024-07-09,DIVIDEND,3.11
YGGYO,2025-04-15,DIVIDEND,7.0
YGGYO,2026-04-07,DIVIDEND,10.55
YKSLN,2023-10-17,DIVIDEND,0.029139
YKSLN,2024-07-26,SPLIT,2.0
YONGA,2023-08-25,DIVIDEND,0.255555
YUNSA,2024-05-30,DIVIDEND,0.493201
YUNSA,2025-04-28,DIVIDEND,0.038208
YUNSA,2026-04-27,DIVIDEND,0.365475
YUNSA,2023-08-02,SPLIT,2.057613
YUNSA,2024-08-07,SPLIT,8.0
YYAPI,2024-12-17,SPLIT,2.65
YYLGD,2023-08-31,DIVIDEND,0.147197
YYLGD,2023-08-11,SPLIT,2.3
ZEDUR,2024-05-24,SPLIT,6.99
ZRGYO,2023-09-27,DIVIDEND,0.004906
ZRGYO,2024-09-26,DIVIDEND,0.041836
ZRGYO,2025-09-26,DIVIDEND,0.061062
ZRGYO,2026-06-25,DIVIDEND,0.09295
