ticker
ENPRA
ENSRI
ENTRA
EPLAS
ERBOS
ERCB
EREGL
ERSU
ESCAR
ESCOM
ESEN
ETILR
ETYAT
EUHOL
EUKYO
EUPWR
EUREN
EUYO
EYGYO
FADE
FENER
FLAP
FMIZP
FONET
FORMT
FORTE
FRIGO
FRMPL
FROTO
FZLGY
GARAN
GARFA
GATEG
GEDIK
GEDZA
GENIL
GENKM
GENTS
GEREL
GESAN
GIPTA
GLBMD
GLCVY
GLRMK
GLRYH
GLYHO
GMTAS
GOKNR
GOLDA
GOLTS
GOODY
GOZDE
GRNYO
GRSEL
GRTHO
GSDDE
GSDHO
GSRAY
GUBRF
GUNDG
GWIND
GZNMI
HALKB
HATEK
HATSN
HDFGS
HEDEF
HEKTS
HKTM
HLGYO
HOROZ
HRKET
HTTBT
HUBVC
HUNER
HURGZ
ICBCT
ICUGS
IDGYO
IEYHO
IHAAS
IHEVA
IHGZT
IHLAS
IHLGM
IHYAY
IMASM
INDES
INFO
INGRM
INTEK
INTEM
INVEO
INVES
IPEKE
ISATR
ISBIR
ISBTR
ISCTR
ISDMR
ISFIN
ISGSY
ISGYO
ISKPL
ISMEN
ISSEN
