ticker
ISVEA
ISYAT
IZENR
IZFAS
IZINV
IZMDC
JANTS
KAPLM
KARCL
KAREL
KARSN
KARTN
KATMR
KAYSE
KBORU
KCAER
KCHOL
KENT
KERVN
KERVT
KFEIN
KGYO
KIMMR
KLGYO
KLKIM
KLMSN
KLNMA
KLRHO
KLSER
KLSYN
KLYPV
KMPUR
KNFRT
KOCMT
KONKA
KONTR
KONYA
KOPOL
KORDS
KOTON
KOZAA
KOZAL
KPEKS
KRDMA
KRDMB
KRDMD
KRGYO
KRONT
KRPLS
KRSTL
KRTEK
KRVGD
KSTUR
KTLEV
KTSKR
KUTPO
KUVVA
KUYAS
KZBGY
KZGYO
LIDER
LIDFA
LILAK
LINK
LKMNH
LMKDC
LOGO
LRSHO
LUKSK
LXGYO
LYDHO
LYDYE
MAALT
MACKO
MAGEN
MAKIM
MAKTK
MANAS
MARBL
MARKA
MARMR
MARTI
MASFN
MAVI
MCARD
MEDTR
MEGMT
MEKAG
MEPET
MERCN
MERIT
MERKO
METEN
METRO
MEYSU
MGROS
MHRGY
MIATK
MMCAS
MNDRS
MNDTR
MOBTL
MOGAN
MOPAS
MPARK
