ticker
ATEKS
ATSYH
AYES
BALAT
BARMA
BASCM
BMSTL
BNTAS
BOBET
BORLS
BORSK
BOSSA
BRISA
BRKSN
BRKVY
BRLSM
BRMEN
BRSAN
BRYAT
BSOKE
BTCIM
BUCIM
BULGS
BURCE
BURVA
BVSAN
BYDNR
CANTE
CATES
CCOLA
CELHA
CEMAS
CEMTS
CEMZY
CEOEM
CGCAM
CIMSA
CITAS
CLEBI
CMBTN
CMENT
CONSE
COSMO
CRDFA
CRFSA
CUSAN
CVKMD
CWENE
DAGI
DAPGM
DARDL
DCTTR
DENGE
DERHL
DERIM
DESA
DESPC
DEVA
DGATE
DGGYO
DGNMO
DITAS
DMRGD
DMSAS
DNISI
DOAS
DOCO
DOFER
DOFRB
DOGUB
DOHOL
DOKTA
DSTKF
DUNYH
DURDO
DURKN
DYOBY
DZGYO
EBEBK
ECILC
ECOGR
ECZYT
EDATA
EDIP
EFOR
EFORC
EGEEN
EGEGY
EGEPO
EGGUB
EGPRO
EGSER
EKDMR
EKGYO
EKIM
EKIZ
EKOS
EKSUN
ELITE
EMKEL
EMNIS
EMPAE
ENDAE
ENERY
ENJSA
ENKAI
